"MTU (UTC)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"05/10/2025 13:15 - 05/10/2025 13:30","BZN|DE-LU","-","-"
"05/10/2025 13:30 - 05/10/2025 13:45","BZN|DE-LU","-","-"
"05/10/2025 13:45 - 05/10/2025 14:00","BZN|DE-LU","-","-"
"05/10/2025 14:00 - 05/10/2025 14:15","BZN|DE-LU","-","-"
"05/10/2025 14:15 - 05/10/2025 14:30","BZN|DE-LU","-","-"
"05/10/2025 14:30 - 05/10/2025 14:45","BZN|DE-LU","-","-"
"05/10/2025 14:45 - 05/10/2025 15:00","BZN|DE-LU","-","-"
"05/10/2025 15:00 - 05/10/2025 15:15","BZN|DE-LU","-","-"
"05/10/2025 15:15 - 05/10/2025 15:30","BZN|DE-LU","-","-"
"05/10/2025 15:30 - 05/10/2025 15:45","BZN|DE-LU","-","-"
"05/10/2025 15:45 - 05/10/2025 16:00","BZN|DE-LU","-","-"
"05/10/2025 16:00 - 05/10/2025 16:15","BZN|DE-LU","-","-"
"05/10/2025 16:15 - 05/10/2025 16:30","BZN|DE-LU","-","-"
"05/10/2025 16:30 - 05/10/2025 16:45","BZN|DE-LU","-","-"
"05/10/2025 16:45 - 05/10/2025 17:00","BZN|DE-LU","-","-"
"05/10/2025 17:00 - 05/10/2025 17:15","BZN|DE-LU","-","-"
"05/10/2025 17:15 - 05/10/2025 17:30","BZN|DE-LU","-","-"
"05/10/2025 17:30 - 05/10/2025 17:45","BZN|DE-LU","-","-"
"05/10/2025 17:45 - 05/10/2025 18:00","BZN|DE-LU","-","-"
"05/10/2025 18:00 - 05/10/2025 18:15","BZN|DE-LU","-","-"
"05/10/2025 18:15 - 05/10/2025 18:30","BZN|DE-LU","-","-"
"05/10/2025 18:30 - 05/10/2025 18:45","BZN|DE-LU","-","-"
"05/10/2025 18:45 - 05/10/2025 19:00","BZN|DE-LU","-","-"
"05/10/2025 19:00 - 05/10/2025 19:15","BZN|DE-LU","-","-"
"05/10/2025 19:15 - 05/10/2025 19:30","BZN|DE-LU","-","-"
"05/10/2025 19:30 - 05/10/2025 19:45","BZN|DE-LU","-","-"
"05/10/2025 19:45 - 05/10/2025 20:00","BZN|DE-LU","-","-"
"05/10/2025 20:00 - 05/10/2025 20:15","BZN|DE-LU","-","-"
"05/10/2025 20:15 - 05/10/2025 20:30","BZN|DE-LU","-","-"
"05/10/2025 20:30 - 05/10/2025 20:45","BZN|DE-LU","-","-"
"05/10/2025 20:45 - 05/10/2025 21:00","BZN|DE-LU","-","-"
"05/10/2025 21:00 - 05/10/2025 21:15","BZN|DE-LU","-","-"
"05/10/2025 21:15 - 05/10/2025 21:30","BZN|DE-LU","-","-"
"05/10/2025 21:30 - 05/10/2025 21:45","BZN|DE-LU","-","-"
"05/10/2025 21:45 - 05/10/2025 22:00","BZN|DE-LU","-","-"
"05/10/2025 22:00 - 05/10/2025 22:15","BZN|DE-LU","-","-"
"05/10/2025 22:15 - 05/10/2025 22:30","BZN|DE-LU","-","-"
"05/10/2025 22:30 - 05/10/2025 22:45","BZN|DE-LU","-","-"
"05/10/2025 22:45 - 05/10/2025 23:00","BZN|DE-LU","-","-"
"05/10/2025 23:00 - 05/10/2025 23:15","BZN|DE-LU","-","-"
"05/10/2025 23:15 - 05/10/2025 23:30","BZN|DE-LU","-","-"
"05/10/2025 23:30 - 05/10/2025 23:45","BZN|DE-LU","-","-"
"05/10/2025 23:45 - 06/10/2025 00:00","BZN|DE-LU","-","-"
"06/10/2025 00:00 - 06/10/2025 00:15","BZN|DE-LU","-","-"
"06/10/2025 00:15 - 06/10/2025 00:30","BZN|DE-LU","-","-"
"06/10/2025 00:30 - 06/10/2025 00:45","BZN|DE-LU","-","-"
"06/10/2025 00:45 - 06/10/2025 01:00","BZN|DE-LU","-","-"
"06/10/2025 01:00 - 06/10/2025 01:15","BZN|DE-LU","-","-"
"06/10/2025 01:15 - 06/10/2025 01:30","BZN|DE-LU","-","-"
"06/10/2025 01:30 - 06/10/2025 01:45","BZN|DE-LU","-","-"
"06/10/2025 01:45 - 06/10/2025 02:00","BZN|DE-LU","-","-"
"06/10/2025 02:00 - 06/10/2025 02:15","BZN|DE-LU","-","-"
"06/10/2025 02:15 - 06/10/2025 02:30","BZN|DE-LU","-","-"
"06/10/2025 02:30 - 06/10/2025 02:45","BZN|DE-LU","-","-"
"06/10/2025 02:45 - 06/10/2025 03:00","BZN|DE-LU","-","-"
"06/10/2025 03:00 - 06/10/2025 03:15","BZN|DE-LU","-","-"
"06/10/2025 03:15 - 06/10/2025 03:30","BZN|DE-LU","-","-"
"06/10/2025 03:30 - 06/10/2025 03:45","BZN|DE-LU","-","-"
"06/10/2025 03:45 - 06/10/2025 04:00","BZN|DE-LU","-","-"
"06/10/2025 04:00 - 06/10/2025 04:15","BZN|DE-LU","-","-"
"06/10/2025 04:15 - 06/10/2025 04:30","BZN|DE-LU","-","-"
"06/10/2025 04:30 - 06/10/2025 04:45","BZN|DE-LU","-","-"
"06/10/2025 04:45 - 06/10/2025 05:00","BZN|DE-LU","-","-"
"06/10/2025 05:00 - 06/10/2025 05:15","BZN|DE-LU","-","-"
"06/10/2025 05:15 - 06/10/2025 05:30","BZN|DE-LU","-","-"
"06/10/2025 05:30 - 06/10/2025 05:45","BZN|DE-LU","-","-"
"06/10/2025 05:45 - 06/10/2025 06:00","BZN|DE-LU","-","-"
"06/10/2025 06:00 - 06/10/2025 06:15","BZN|DE-LU","-","-"
"06/10/2025 06:15 - 06/10/2025 06:30","BZN|DE-LU","-","-"
"06/10/2025 06:30 - 06/10/2025 06:45","BZN|DE-LU","-","-"
"06/10/2025 06:45 - 06/10/2025 07:00","BZN|DE-LU","-","-"
"06/10/2025 07:00 - 06/10/2025 07:15","BZN|DE-LU","-","-"
"06/10/2025 07:15 - 06/10/2025 07:30","BZN|DE-LU","-","-"
"06/10/2025 07:30 - 06/10/2025 07:45","BZN|DE-LU","-","-"
"06/10/2025 07:45 - 06/10/2025 08:00","BZN|DE-LU","-","-"
"06/10/2025 08:00 - 06/10/2025 08:15","BZN|DE-LU","-","-"
"06/10/2025 08:15 - 06/10/2025 08:30","BZN|DE-LU","-","-"
"06/10/2025 08:30 - 06/10/2025 08:45","BZN|DE-LU","-","-"
"06/10/2025 08:45 - 06/10/2025 09:00","BZN|DE-LU","-","-"
"06/10/2025 09:00 - 06/10/2025 09:15","BZN|DE-LU","-","-"
"06/10/2025 09:15 - 06/10/2025 09:30","BZN|DE-LU","-","-"
"06/10/2025 09:30 - 06/10/2025 09:45","BZN|DE-LU","-","-"
"06/10/2025 09:45 - 06/10/2025 10:00","BZN|DE-LU","-","-"
"06/10/2025 10:00 - 06/10/2025 10:15","BZN|DE-LU","-","-"
"06/10/2025 10:15 - 06/10/2025 10:30","BZN|DE-LU","-","-"
"06/10/2025 10:30 - 06/10/2025 10:45","BZN|DE-LU","-","-"
"06/10/2025 10:45 - 06/10/2025 11:00","BZN|DE-LU","-","-"
"06/10/2025 11:00 - 06/10/2025 11:15","BZN|DE-LU","-","-"
"06/10/2025 11:15 - 06/10/2025 11:30","BZN|DE-LU","-","-"
"06/10/2025 11:30 - 06/10/2025 11:45","BZN|DE-LU","-","-"
"06/10/2025 11:45 - 06/10/2025 12:00","BZN|DE-LU","-","-"
"06/10/2025 12:00 - 06/10/2025 12:15","BZN|DE-LU","-","-"
"06/10/2025 12:15 - 06/10/2025 12:30","BZN|DE-LU","-","-"
"06/10/2025 12:30 - 06/10/2025 12:45","BZN|DE-LU","-","-"
"06/10/2025 12:45 - 06/10/2025 13:00","BZN|DE-LU","-","-"
"06/10/2025 13:00 - 06/10/2025 13:15","BZN|DE-LU","-","-"
"06/10/2025 13:15 - 06/10/2025 13:30","BZN|DE-LU","-","-"
"06/10/2025 13:30 - 06/10/2025 13:45","BZN|DE-LU","-","-"
"06/10/2025 13:45 - 06/10/2025 14:00","BZN|DE-LU","-","-"
"06/10/2025 14:00 - 06/10/2025 14:15","BZN|DE-LU","-","-"
"06/10/2025 14:15 - 06/10/2025 14:30","BZN|DE-LU","-","-"
"06/10/2025 14:30 - 06/10/2025 14:45","BZN|DE-LU","-","-"
"06/10/2025 14:45 - 06/10/2025 15:00","BZN|DE-LU","-","-"
"06/10/2025 15:00 - 06/10/2025 15:15","BZN|DE-LU","-","-"
"06/10/2025 15:15 - 06/10/2025 15:30","BZN|DE-LU","-","-"
"06/10/2025 15:30 - 06/10/2025 15:45","BZN|DE-LU","-","-"
"06/10/2025 15:45 - 06/10/2025 16:00","BZN|DE-LU","-","-"
"06/10/2025 16:00 - 06/10/2025 16:15","BZN|DE-LU","-","-"
"06/10/2025 16:15 - 06/10/2025 16:30","BZN|DE-LU","-","-"
"06/10/2025 16:30 - 06/10/2025 16:45","BZN|DE-LU","-","-"
"06/10/2025 16:45 - 06/10/2025 17:00","BZN|DE-LU","-","-"
"06/10/2025 17:00 - 06/10/2025 17:15","BZN|DE-LU","-","-"
"06/10/2025 17:15 - 06/10/2025 17:30","BZN|DE-LU","-","-"
"06/10/2025 17:30 - 06/10/2025 17:45","BZN|DE-LU","-","-"
"06/10/2025 17:45 - 06/10/2025 18:00","BZN|DE-LU","-","-"
"06/10/2025 18:00 - 06/10/2025 18:15","BZN|DE-LU","-","-"
"06/10/2025 18:15 - 06/10/2025 18:30","BZN|DE-LU","-","-"
"06/10/2025 18:30 - 06/10/2025 18:45","BZN|DE-LU","-","-"
"06/10/2025 18:45 - 06/10/2025 19:00","BZN|DE-LU","-","-"
"06/10/2025 19:00 - 06/10/2025 19:15","BZN|DE-LU","-","-"
"06/10/2025 19:15 - 06/10/2025 19:30","BZN|DE-LU","-","-"
"06/10/2025 19:30 - 06/10/2025 19:45","BZN|DE-LU","-","-"
"06/10/2025 19:45 - 06/10/2025 20:00","BZN|DE-LU","-","-"
"06/10/2025 20:00 - 06/10/2025 20:15","BZN|DE-LU","-","-"
"06/10/2025 20:15 - 06/10/2025 20:30","BZN|DE-LU","-","-"
"06/10/2025 20:30 - 06/10/2025 20:45","BZN|DE-LU","-","-"
"06/10/2025 20:45 - 06/10/2025 21:00","BZN|DE-LU","-","-"
"06/10/2025 21:00 - 06/10/2025 21:15","BZN|DE-LU","-","-"
"06/10/2025 21:15 - 06/10/2025 21:30","BZN|DE-LU","-","-"
"06/10/2025 21:30 - 06/10/2025 21:45","BZN|DE-LU","-","-"
"06/10/2025 21:45 - 06/10/2025 22:00","BZN|DE-LU","-","-"
"06/10/2025 22:00 - 06/10/2025 22:15","BZN|DE-LU","-","-"
"06/10/2025 22:15 - 06/10/2025 22:30","BZN|DE-LU","-","-"
"06/10/2025 22:30 - 06/10/2025 22:45","BZN|DE-LU","-","-"
"06/10/2025 22:45 - 06/10/2025 23:00","BZN|DE-LU","-","-"
"06/10/2025 23:00 - 06/10/2025 23:15","BZN|DE-LU","-","-"
"06/10/2025 23:15 - 06/10/2025 23:30","BZN|DE-LU","-","-"
"06/10/2025 23:30 - 06/10/2025 23:45","BZN|DE-LU","-","-"
"06/10/2025 23:45 - 07/10/2025 00:00","BZN|DE-LU","-","-"
"07/10/2025 00:00 - 07/10/2025 00:15","BZN|DE-LU","-","-"
"07/10/2025 00:15 - 07/10/2025 00:30","BZN|DE-LU","-","-"
"07/10/2025 00:30 - 07/10/2025 00:45","BZN|DE-LU","-","-"
"07/10/2025 00:45 - 07/10/2025 01:00","BZN|DE-LU","-","-"
"07/10/2025 01:00 - 07/10/2025 01:15","BZN|DE-LU","-","-"
"07/10/2025 01:15 - 07/10/2025 01:30","BZN|DE-LU","-","-"
"07/10/2025 01:30 - 07/10/2025 01:45","BZN|DE-LU","-","-"
"07/10/2025 01:45 - 07/10/2025 02:00","BZN|DE-LU","-","-"
"07/10/2025 02:00 - 07/10/2025 02:15","BZN|DE-LU","-","-"
"07/10/2025 02:15 - 07/10/2025 02:30","BZN|DE-LU","-","-"
"07/10/2025 02:30 - 07/10/2025 02:45","BZN|DE-LU","-","-"
"07/10/2025 02:45 - 07/10/2025 03:00","BZN|DE-LU","-","-"
"07/10/2025 03:00 - 07/10/2025 03:15","BZN|DE-LU","-","-"
"07/10/2025 03:15 - 07/10/2025 03:30","BZN|DE-LU","-","-"
"07/10/2025 03:30 - 07/10/2025 03:45","BZN|DE-LU","-","-"
"07/10/2025 03:45 - 07/10/2025 04:00","BZN|DE-LU","-","-"
"07/10/2025 04:00 - 07/10/2025 04:15","BZN|DE-LU","-","-"
"07/10/2025 04:15 - 07/10/2025 04:30","BZN|DE-LU","-","-"
"07/10/2025 04:30 - 07/10/2025 04:45","BZN|DE-LU","-","-"
"07/10/2025 04:45 - 07/10/2025 05:00","BZN|DE-LU","-","-"
"07/10/2025 05:00 - 07/10/2025 05:15","BZN|DE-LU","-","-"
"07/10/2025 05:15 - 07/10/2025 05:30","BZN|DE-LU","-","-"
"07/10/2025 05:30 - 07/10/2025 05:45","BZN|DE-LU","-","-"
"07/10/2025 05:45 - 07/10/2025 06:00","BZN|DE-LU","-","-"
"07/10/2025 06:00 - 07/10/2025 06:15","BZN|DE-LU","-","-"
"07/10/2025 06:15 - 07/10/2025 06:30","BZN|DE-LU","-","-"
"07/10/2025 06:30 - 07/10/2025 06:45","BZN|DE-LU","-","-"
"07/10/2025 06:45 - 07/10/2025 07:00","BZN|DE-LU","-","-"
"07/10/2025 07:00 - 07/10/2025 07:15","BZN|DE-LU","-","-"
"07/10/2025 07:15 - 07/10/2025 07:30","BZN|DE-LU","-","-"
"07/10/2025 07:30 - 07/10/2025 07:45","BZN|DE-LU","-","-"
"07/10/2025 07:45 - 07/10/2025 08:00","BZN|DE-LU","-","-"
"07/10/2025 08:00 - 07/10/2025 08:15","BZN|DE-LU","-","-"
"07/10/2025 08:15 - 07/10/2025 08:30","BZN|DE-LU","-","-"
"07/10/2025 08:30 - 07/10/2025 08:45","BZN|DE-LU","-","-"
"07/10/2025 08:45 - 07/10/2025 09:00","BZN|DE-LU","-","-"
"07/10/2025 09:00 - 07/10/2025 09:15","BZN|DE-LU","-","-"
"07/10/2025 09:15 - 07/10/2025 09:30","BZN|DE-LU","-","-"
"07/10/2025 09:30 - 07/10/2025 09:45","BZN|DE-LU","-","-"
"07/10/2025 09:45 - 07/10/2025 10:00","BZN|DE-LU","-","-"
"07/10/2025 10:00 - 07/10/2025 10:15","BZN|DE-LU","-","-"
"07/10/2025 10:15 - 07/10/2025 10:30","BZN|DE-LU","-","-"
"07/10/2025 10:30 - 07/10/2025 10:45","BZN|DE-LU","-","-"
"07/10/2025 10:45 - 07/10/2025 11:00","BZN|DE-LU","-","-"
"07/10/2025 11:00 - 07/10/2025 11:15","BZN|DE-LU","-","-"
"07/10/2025 11:15 - 07/10/2025 11:30","BZN|DE-LU","-","-"
"07/10/2025 11:30 - 07/10/2025 11:45","BZN|DE-LU","-","-"
"07/10/2025 11:45 - 07/10/2025 12:00","BZN|DE-LU","-","-"
"07/10/2025 12:00 - 07/10/2025 12:15","BZN|DE-LU","-","-"
"07/10/2025 12:15 - 07/10/2025 12:30","BZN|DE-LU","-","-"
"07/10/2025 12:30 - 07/10/2025 12:45","BZN|DE-LU","-","-"
"07/10/2025 12:45 - 07/10/2025 13:00","BZN|DE-LU","-","-"
"07/10/2025 13:00 - 07/10/2025 13:15","BZN|DE-LU","-","-"
"07/10/2025 13:15 - 07/10/2025 13:30","BZN|DE-LU","-","-"
"07/10/2025 13:30 - 07/10/2025 13:45","BZN|DE-LU","-","-"
"07/10/2025 13:45 - 07/10/2025 14:00","BZN|DE-LU","-","-"
"07/10/2025 14:00 - 07/10/2025 14:15","BZN|DE-LU","-","-"
"07/10/2025 14:15 - 07/10/2025 14:30","BZN|DE-LU","-","-"
"07/10/2025 14:30 - 07/10/2025 14:45","BZN|DE-LU","-","-"
"07/10/2025 14:45 - 07/10/2025 15:00","BZN|DE-LU","-","-"
"07/10/2025 15:00 - 07/10/2025 15:15","BZN|DE-LU","-","-"
"07/10/2025 15:15 - 07/10/2025 15:30","BZN|DE-LU","-","-"
"07/10/2025 15:30 - 07/10/2025 15:45","BZN|DE-LU","-","-"
"07/10/2025 15:45 - 07/10/2025 16:00","BZN|DE-LU","-","-"
"07/10/2025 16:00 - 07/10/2025 16:15","BZN|DE-LU","-","-"
"07/10/2025 16:15 - 07/10/2025 16:30","BZN|DE-LU","-","-"
"07/10/2025 16:30 - 07/10/2025 16:45","BZN|DE-LU","-","-"
"07/10/2025 16:45 - 07/10/2025 17:00","BZN|DE-LU","-","-"
"07/10/2025 17:00 - 07/10/2025 17:15","BZN|DE-LU","-","-"
"07/10/2025 17:15 - 07/10/2025 17:30","BZN|DE-LU","-","-"
"07/10/2025 17:30 - 07/10/2025 17:45","BZN|DE-LU","-","-"
"07/10/2025 17:45 - 07/10/2025 18:00","BZN|DE-LU","-","-"
"07/10/2025 18:00 - 07/10/2025 18:15","BZN|DE-LU","-","-"
"07/10/2025 18:15 - 07/10/2025 18:30","BZN|DE-LU","-","-"
"07/10/2025 18:30 - 07/10/2025 18:45","BZN|DE-LU","-","-"
"07/10/2025 18:45 - 07/10/2025 19:00","BZN|DE-LU","-","-"
"07/10/2025 19:00 - 07/10/2025 19:15","BZN|DE-LU","-","-"
"07/10/2025 19:15 - 07/10/2025 19:30","BZN|DE-LU","-","-"
"07/10/2025 19:30 - 07/10/2025 19:45","BZN|DE-LU","-","-"
"07/10/2025 19:45 - 07/10/2025 20:00","BZN|DE-LU","-","-"
"07/10/2025 20:00 - 07/10/2025 20:15","BZN|DE-LU","-","-"
"07/10/2025 20:15 - 07/10/2025 20:30","BZN|DE-LU","-","-"
"07/10/2025 20:30 - 07/10/2025 20:45","BZN|DE-LU","-","-"
"07/10/2025 20:45 - 07/10/2025 21:00","BZN|DE-LU","-","-"
"07/10/2025 21:00 - 07/10/2025 21:15","BZN|DE-LU","-","-"
"07/10/2025 21:15 - 07/10/2025 21:30","BZN|DE-LU","-","-"
"07/10/2025 21:30 - 07/10/2025 21:45","BZN|DE-LU","-","-"
"07/10/2025 21:45 - 07/10/2025 22:00","BZN|DE-LU","-","-"
"07/10/2025 22:00 - 07/10/2025 22:15","BZN|DE-LU","-","-"
"07/10/2025 22:15 - 07/10/2025 22:30","BZN|DE-LU","-","-"
"07/10/2025 22:30 - 07/10/2025 22:45","BZN|DE-LU","-","-"
"07/10/2025 22:45 - 07/10/2025 23:00","BZN|DE-LU","-","-"
"07/10/2025 23:00 - 07/10/2025 23:15","BZN|DE-LU","-","-"
"07/10/2025 23:15 - 07/10/2025 23:30","BZN|DE-LU","-","-"
"07/10/2025 23:30 - 07/10/2025 23:45","BZN|DE-LU","-","-"
"07/10/2025 23:45 - 08/10/2025 00:00","BZN|DE-LU","-","-"
"08/10/2025 00:00 - 08/10/2025 00:15","BZN|DE-LU","-","-"
"08/10/2025 00:15 - 08/10/2025 00:30","BZN|DE-LU","-","-"
"08/10/2025 00:30 - 08/10/2025 00:45","BZN|DE-LU","-","-"
"08/10/2025 00:45 - 08/10/2025 01:00","BZN|DE-LU","-","-"
"08/10/2025 01:00 - 08/10/2025 01:15","BZN|DE-LU","-","-"
"08/10/2025 01:15 - 08/10/2025 01:30","BZN|DE-LU","-","-"
"08/10/2025 01:30 - 08/10/2025 01:45","BZN|DE-LU","-","-"
"08/10/2025 01:45 - 08/10/2025 02:00","BZN|DE-LU","-","-"
"08/10/2025 02:00 - 08/10/2025 02:15","BZN|DE-LU","-","-"
"08/10/2025 02:15 - 08/10/2025 02:30","BZN|DE-LU","-","-"
"08/10/2025 02:30 - 08/10/2025 02:45","BZN|DE-LU","-","-"
"08/10/2025 02:45 - 08/10/2025 03:00","BZN|DE-LU","-","-"
"08/10/2025 03:00 - 08/10/2025 03:15","BZN|DE-LU","-","-"
"08/10/2025 03:15 - 08/10/2025 03:30","BZN|DE-LU","-","-"
"08/10/2025 03:30 - 08/10/2025 03:45","BZN|DE-LU","-","-"
"08/10/2025 03:45 - 08/10/2025 04:00","BZN|DE-LU","-","-"
"08/10/2025 04:00 - 08/10/2025 04:15","BZN|DE-LU","-","-"
"08/10/2025 04:15 - 08/10/2025 04:30","BZN|DE-LU","-","-"
"08/10/2025 04:30 - 08/10/2025 04:45","BZN|DE-LU","-","-"
"08/10/2025 04:45 - 08/10/2025 05:00","BZN|DE-LU","-","-"
"08/10/2025 05:00 - 08/10/2025 05:15","BZN|DE-LU","-","-"
"08/10/2025 05:15 - 08/10/2025 05:30","BZN|DE-LU","-","-"
"08/10/2025 05:30 - 08/10/2025 05:45","BZN|DE-LU","-","-"
"08/10/2025 05:45 - 08/10/2025 06:00","BZN|DE-LU","-","-"
"08/10/2025 06:00 - 08/10/2025 06:15","BZN|DE-LU","-","-"
"08/10/2025 06:15 - 08/10/2025 06:30","BZN|DE-LU","-","-"
"08/10/2025 06:30 - 08/10/2025 06:45","BZN|DE-LU","-","-"
"08/10/2025 06:45 - 08/10/2025 07:00","BZN|DE-LU","-","-"
"08/10/2025 07:00 - 08/10/2025 07:15","BZN|DE-LU","-","-"
"08/10/2025 07:15 - 08/10/2025 07:30","BZN|DE-LU","-","-"
"08/10/2025 07:30 - 08/10/2025 07:45","BZN|DE-LU","-","-"
"08/10/2025 07:45 - 08/10/2025 08:00","BZN|DE-LU","-","-"
"08/10/2025 08:00 - 08/10/2025 08:15","BZN|DE-LU","-","-"
"08/10/2025 08:15 - 08/10/2025 08:30","BZN|DE-LU","-","-"
"08/10/2025 08:30 - 08/10/2025 08:45","BZN|DE-LU","-","-"
"08/10/2025 08:45 - 08/10/2025 09:00","BZN|DE-LU","-","-"
"08/10/2025 09:00 - 08/10/2025 09:15","BZN|DE-LU","-","-"
"08/10/2025 09:15 - 08/10/2025 09:30","BZN|DE-LU","-","-"
"08/10/2025 09:30 - 08/10/2025 09:45","BZN|DE-LU","-","-"
"08/10/2025 09:45 - 08/10/2025 10:00","BZN|DE-LU","-","-"
"08/10/2025 10:00 - 08/10/2025 10:15","BZN|DE-LU","-","-"
"08/10/2025 10:15 - 08/10/2025 10:30","BZN|DE-LU","-","-"
"08/10/2025 10:30 - 08/10/2025 10:45","BZN|DE-LU","-","-"
"08/10/2025 10:45 - 08/10/2025 11:00","BZN|DE-LU","-","-"
"08/10/2025 11:00 - 08/10/2025 11:15","BZN|DE-LU","-","-"
"08/10/2025 11:15 - 08/10/2025 11:30","BZN|DE-LU","-","-"
"08/10/2025 11:30 - 08/10/2025 11:45","BZN|DE-LU","-","-"
"08/10/2025 11:45 - 08/10/2025 12:00","BZN|DE-LU","-","-"
"08/10/2025 12:00 - 08/10/2025 12:15","BZN|DE-LU","-","-"
"08/10/2025 12:15 - 08/10/2025 12:30","BZN|DE-LU","-","-"
"08/10/2025 12:30 - 08/10/2025 12:45","BZN|DE-LU","-","-"
"08/10/2025 12:45 - 08/10/2025 13:00","BZN|DE-LU","-","-"
"08/10/2025 13:00 - 08/10/2025 13:15","BZN|DE-LU","-","-"
"08/10/2025 13:15 - 08/10/2025 13:30","BZN|DE-LU","-","-"
"08/10/2025 13:30 - 08/10/2025 13:45","BZN|DE-LU","-","-"
"08/10/2025 13:45 - 08/10/2025 14:00","BZN|DE-LU","-","-"
"08/10/2025 14:00 - 08/10/2025 14:15","BZN|DE-LU","-","-"
"08/10/2025 14:15 - 08/10/2025 14:30","BZN|DE-LU","-","-"
"08/10/2025 14:30 - 08/10/2025 14:45","BZN|DE-LU","-","-"
"08/10/2025 14:45 - 08/10/2025 15:00","BZN|DE-LU","-","-"
"08/10/2025 15:00 - 08/10/2025 15:15","BZN|DE-LU","-","-"
"08/10/2025 15:15 - 08/10/2025 15:30","BZN|DE-LU","-","-"
"08/10/2025 15:30 - 08/10/2025 15:45","BZN|DE-LU","-","-"
"08/10/2025 15:45 - 08/10/2025 16:00","BZN|DE-LU","-","-"
"08/10/2025 16:00 - 08/10/2025 16:15","BZN|DE-LU","-","-"
"08/10/2025 16:15 - 08/10/2025 16:30","BZN|DE-LU","-","-"
"08/10/2025 16:30 - 08/10/2025 16:45","BZN|DE-LU","-","-"
"08/10/2025 16:45 - 08/10/2025 17:00","BZN|DE-LU","-","-"
"08/10/2025 17:00 - 08/10/2025 17:15","BZN|DE-LU","-","-"
"08/10/2025 17:15 - 08/10/2025 17:30","BZN|DE-LU","-","-"
"08/10/2025 17:30 - 08/10/2025 17:45","BZN|DE-LU","-","-"
"08/10/2025 17:45 - 08/10/2025 18:00","BZN|DE-LU","-","-"
"08/10/2025 18:00 - 08/10/2025 18:15","BZN|DE-LU","-","-"
"08/10/2025 18:15 - 08/10/2025 18:30","BZN|DE-LU","-","-"
"08/10/2025 18:30 - 08/10/2025 18:45","BZN|DE-LU","-","-"
"08/10/2025 18:45 - 08/10/2025 19:00","BZN|DE-LU","-","-"
"08/10/2025 19:00 - 08/10/2025 19:15","BZN|DE-LU","-","-"
"08/10/2025 19:15 - 08/10/2025 19:30","BZN|DE-LU","-","-"
"08/10/2025 19:30 - 08/10/2025 19:45","BZN|DE-LU","-","-"
"08/10/2025 19:45 - 08/10/2025 20:00","BZN|DE-LU","-","-"
"08/10/2025 20:00 - 08/10/2025 20:15","BZN|DE-LU","-","-"
"08/10/2025 20:15 - 08/10/2025 20:30","BZN|DE-LU","-","-"
"08/10/2025 20:30 - 08/10/2025 20:45","BZN|DE-LU","-","-"
"08/10/2025 20:45 - 08/10/2025 21:00","BZN|DE-LU","-","-"
"08/10/2025 21:00 - 08/10/2025 21:15","BZN|DE-LU","-","-"
"08/10/2025 21:15 - 08/10/2025 21:30","BZN|DE-LU","-","-"
"08/10/2025 21:30 - 08/10/2025 21:45","BZN|DE-LU","-","-"
"08/10/2025 21:45 - 08/10/2025 22:00","BZN|DE-LU","-","-"
"08/10/2025 22:00 - 08/10/2025 22:15","BZN|DE-LU","-","-"
"08/10/2025 22:15 - 08/10/2025 22:30","BZN|DE-LU","-","-"
"08/10/2025 22:30 - 08/10/2025 22:45","BZN|DE-LU","-","-"
"08/10/2025 22:45 - 08/10/2025 23:00","BZN|DE-LU","-","-"
"08/10/2025 23:00 - 08/10/2025 23:15","BZN|DE-LU","-","-"
"08/10/2025 23:15 - 08/10/2025 23:30","BZN|DE-LU","-","-"
"08/10/2025 23:30 - 08/10/2025 23:45","BZN|DE-LU","-","-"
"08/10/2025 23:45 - 09/10/2025 00:00","BZN|DE-LU","-","-"
"09/10/2025 00:00 - 09/10/2025 00:15","BZN|DE-LU","-","-"
"09/10/2025 00:15 - 09/10/2025 00:30","BZN|DE-LU","-","-"
"09/10/2025 00:30 - 09/10/2025 00:45","BZN|DE-LU","-","-"
"09/10/2025 00:45 - 09/10/2025 01:00","BZN|DE-LU","-","-"
"09/10/2025 01:00 - 09/10/2025 01:15","BZN|DE-LU","-","-"
"09/10/2025 01:15 - 09/10/2025 01:30","BZN|DE-LU","-","-"
"09/10/2025 01:30 - 09/10/2025 01:45","BZN|DE-LU","-","-"
"09/10/2025 01:45 - 09/10/2025 02:00","BZN|DE-LU","-","-"
"09/10/2025 02:00 - 09/10/2025 02:15","BZN|DE-LU","-","-"
"09/10/2025 02:15 - 09/10/2025 02:30","BZN|DE-LU","-","-"
"09/10/2025 02:30 - 09/10/2025 02:45","BZN|DE-LU","-","-"
"09/10/2025 02:45 - 09/10/2025 03:00","BZN|DE-LU","-","-"
"09/10/2025 03:00 - 09/10/2025 03:15","BZN|DE-LU","-","-"
"09/10/2025 03:15 - 09/10/2025 03:30","BZN|DE-LU","-","-"
"09/10/2025 03:30 - 09/10/2025 03:45","BZN|DE-LU","-","-"
"09/10/2025 03:45 - 09/10/2025 04:00","BZN|DE-LU","-","-"
"09/10/2025 04:00 - 09/10/2025 04:15","BZN|DE-LU","-","-"
